ens	gene	classical_nonclassical_pval	classical_nonclassical_fdr	classical_nonclassical_AUC	classical_nonclassical_logFC	upregulated_in	intermediate_nonclassical_pval	intermediate_nonclassical_fdr	intermediate_nonclassical_AUC	intermediate_nonclassical_logFC	intermediate_classical_pval	intermediate_classical_fdr	intermediate_classical_AUC	intermediate_classical_logFC	relative_classic	relative_nonclassic
ENSG00000137801	THBS1	2.07213192023694e-19	1.43424032910518e-18	0.607488604160195	0.416957947366613	classical	0.138912117075584	0.341256801530971	0.517521234491039	0.0430969402339434	2.04097480754303e-12	2.54511776951493e-11	0.40322489271602	-0.395759660670825	down	nonsig
ENSG00000164032	H2AFZ	2.15525605251391e-19	1.48952861822083e-18	0.370220562596286	-0.317376567983996	nonclassical	0.00158747481480293	0.0133668292204232	0.421888202072308	-0.188622354519067	0.000122500139018363	0.000474390833717525	0.560154564467168	0.139489656820206	nonsig	nonsig
ENSG00000169230	PRELID1	2.41998434612665e-19	1.66997115253762e-18	0.366112354421713	-0.35734353155921	nonclassical	0.457352872828211	0.68405900224663	0.48101125094499	-0.0413946824977404	2.59514140646041e-13	3.50267762183731e-12	0.623847493874545	0.322916976583455	up	nonsig
ENSG00000135842	FAM129A	2.53084930487304e-19	1.74385397298233e-18	0.602876379704944	0.208865043204866	classical	2.2718085517713e-07	7.34178129864684e-06	0.576866634055232	0.141417388661321	0.0864907350178426	0.146351763641917	0.474922222064857	-0.0610902363023236	nonsig	nonsig
ENSG00000198734	F5	2.71385557050832e-19	1.86714890750565e-18	0.593236672097786	0.199577045863822	nonsig	0.769092615065406	0.89441612025726	0.499399653132921	0.00800838317342784	1.79833175801081e-13	2.47824157282631e-12	0.412190009489144	-0.185212490613544	nonsig	nonsig
ENSG00000140199	SLC12A6	2.97227808865397e-19	2.04188385461572e-18	0.618478695009922	0.26954523395868	classical	0.000263897038097077	0.00317021860687824	0.56763908035754	0.120100224248897	9.241626943663e-05	0.000370068290091357	0.440570104002908	-0.150779405219449	nonsig	nonsig
ENSG00000126264	HCST	3.01967075371899e-19	2.07134067097406e-18	0.630451459111283	0.338651061152523	classical	0.00149379228584767	0.0128131080369251	0.574065015342198	0.175035037517103	0.000157871910256963	0.000592859407667106	0.430757573611682	-0.158967313035833	nonsig	nonsig
ENSG00000162654	GBP4	3.65333497544198e-19	2.5022618212393e-18	0.419175125053096	-0.167201803028361	nonsig	0.818894582137008	0.918929912587694	0.499866589585094	0.0187006865104997	9.39289049905297e-19	1.89885350220943e-17	0.594105400314416	0.198456411051741	nonsig	nonsig
ENSG00000131469	RPL27	3.69654533890645e-19	2.5280844352074e-18	0.640590428128546	0.309581705061698	classical	0.000515314891518135	0.00541139596607945	0.590096500200116	0.220284481014021	0.0186622064676689	0.0396118711748994	0.458143904523159	-0.0966179016634222	nonsig	up
ENSG00000110203	FOLR3	4.0009462402437e-19	2.7321937941188e-18	0.587212251082526	0.176426434329678	nonsig	0.375346876468036	0.618480005785213	0.507537688442211	0.0149137033961634	7.83457904410061e-11	8.00732365999503e-10	0.427476501385604	-0.152842364537648	nonsig	nonsig
ENSG00000100100	PIK3IP1	5.36421860326364e-19	3.65771161521201e-18	0.424879384783146	-0.12813489806238	nonsig	0.000421471064869271	0.00461606376297156	0.437764041446169	-0.117548634015337	0.118100816254174	0.189560812753881	0.511861430169813	0.00611675626679761	nonsig	nonsig
ENSG00000131979	GCH1	5.5588305805787e-19	3.78478835820113e-18	0.390574578559972	-0.228957394010475	nonclassical	0.0188754616626425	0.089761133233022	0.451705429803887	-0.0383959486931005	2.08226310086927e-07	1.3808533771516e-06	0.583244815197738	0.182874733801725	nonsig	nonsig
ENSG00000196743	GM2A	5.72909255722698e-19	3.89493418446141e-18	0.608967368908218	0.230240130625112	classical	0.236839980978871	0.472547249005234	0.517254413661226	0.0280941876005337	3.18759622908908e-11	3.43392868776065e-10	0.405958332743212	-0.205135975589496	down	nonsig
ENSG00000151651	ADAM8	6.42820935133867e-19	4.36376519427414e-18	0.60749177407391	0.232891980609965	classical	0.43213469376507	0.664343755339332	0.508026859963534	-0.000388301137968749	2.60577970928804e-12	3.18517884192803e-11	0.396565968435613	-0.232559207798616	down	nonsig
ENSG00000147872	PLIN2	1.10622736574042e-18	7.49848948505578e-18	0.619136452105774	0.328653216884985	classical	0.000385633626747385	0.00429532211928095	0.577022279539289	0.158333669721705	0.000731670818243699	0.00230132788548344	0.447712927424571	-0.173626049770801	nonsig	nonsig
ENSG00000183019	MCEMP1	1.44732468552325e-18	9.79612534198553e-18	0.590569189706656	0.187971413530047	nonsig	0.713333050174085	0.861897147774849	0.505625472495219	0.0042284992110905	2.60977826229013e-12	3.18517884192803e-11	0.415393185755898	-0.181549376262116	nonsig	nonsig
ENSG00000165806	CASP7	1.53066507528133e-18	1.03449514439853e-17	0.438032941743326	-0.102378501166995	nonsig	0.352709045574123	0.594642731200359	0.487815182105216	-0.0153728665062528	4.19733130063347e-09	3.50210060701946e-08	0.549893542188924	0.0870597158680038	nonsig	nonsig
ENSG00000179456	ZBTB18	1.53833238486753e-18	1.03814813443487e-17	0.425226490334933	-0.126526116363532	nonsig	0.0314114801174527	0.126555998471458	0.46013252101214	-0.0729267062822373	2.49068024942193e-05	0.000111292421271638	0.538372021659798	0.0546124669807463	nonsig	nonsig
ENSG00000089737	DDX24	1.55396794809498e-18	1.04715989923758e-17	0.376630128127912	-0.279734757047241	nonclassical	0.160610976212443	0.373186718905773	0.465624583092453	-0.0724340659255564	5.31944318469905e-08	3.8023247312436e-07	0.589894297543681	0.206945847412039	up	nonsig
ENSG00000186815	TPCN1	1.88710849468425e-18	1.26978605309472e-17	0.587556186720598	0.162275933349443	nonsig	0.0185321083274764	0.0890511467170568	0.519277804953973	0.0250629154858317	2.88826835157565e-09	2.45904702511701e-08	0.429589134221819	-0.136039379946606	nonsig	nonsig
ENSG00000133639	BTG1	1.96745794025914e-18	1.32191280934834e-17	0.633489821407061	0.399040573848595	classical	0.909881511578653	0.962971922655544	0.504647129452573	0.0565889061335876	1.02117044186003e-15	1.71027414514441e-14	0.368872774654071	-0.357970145921494	down	nonsig
ENSG00000100219	XBP1	1.97265109553677e-18	1.32207913603357e-17	0.617735350243766	0.29902645405862	classical	0.000994221828431807	0.00927334140380805	0.558411526659848	0.10437255109144	2.12069677048948e-06	1.17110438986477e-05	0.425054645195708	-0.207466148823018	down	nonsig
ENSG00000006634	DBF4	1.97346743992809e-18	1.32207913603357e-17	0.4190594232025	-0.149506992741721	nonsig	0.780519371169043	0.90062946801477	0.492595721972695	-0.0181490296867944	3.14320376951866e-16	5.38215003668697e-15	0.584800373900605	0.140253597383779	nonsig	nonsig
ENSG00000144791	LIMD1	1.99933265758579e-18	1.33745445563575e-17	0.408440212257422	-0.174600847433428	nonsig	0.400757279757833	0.640346503067094	0.475874949971094	-0.0673384680994234	9.27272956256097e-09	7.34931881910057e-08	0.565583676783699	0.105739813963072	nonsig	nonsig
ENSG00000105223	PLD3	2.2064550942156e-18	1.47386061533558e-17	0.602126695111359	0.20797803079963	classical	0.00120491625255159	0.0108631840529651	0.551585360430471	0.0838892167741627	3.35824341713578e-05	0.000146631579840496	0.439654236359945	-0.120145136168309	nonsig	nonsig
ENSG00000188641	DPYD	2.23055620177363e-18	1.48779395493303e-17	0.631156764912859	0.334160600350187	classical	0.121170620052623	0.31379908319497	0.53842219949304	0.0937138663993158	1.6370466792856e-08	1.2625894472675e-07	0.402698504869678	-0.245847616865516	down	nonsig
ENSG00000167553	TUBA1C	2.27137387034561e-18	1.5128207098717e-17	0.61629620941718	0.261571962786799	classical	6.23046290245036e-10	3.81221256791263e-08	0.628985636145328	0.255196181761058	0.957192319779436	0.97201937496522	0.503543085907441	-0.00264502873405477	nonsig	up
ENSG00000188042	ARL4C	2.87051908663629e-18	1.9091032012426e-17	0.616213791660591	0.434544975632116	classical	6.34503718387894e-11	5.49384445977745e-09	0.647774269577978	0.45559772604389	0.346119357324439	0.446790922858467	0.510579687566389	0.0467430165725405	nonsig	up
ENSG00000108298	RPL19	3.09432004018886e-18	2.05496883710951e-17	0.630153487222078	0.217692474296352	classical	2.88423671339206e-05	0.000488404512094323	0.598034419887046	0.147864450171093	0.0209507411549983	0.0436418298503345	0.457187908658726	-0.0708733625664466	nonsig	nonsig
ENSG00000242247	ARFGAP3	3.12245391143411e-18	2.07065621381085e-17	0.624412773484306	0.344015828202752	classical	0.0014351865527296	0.0124353692802549	0.570663049762085	0.160957692653436	0.000203431861002997	0.000747436997712372	0.436734318127098	-0.191769894022004	nonsig	nonsig
ENSG00000006459	KDM7A	3.34061665288712e-18	2.21213417317445e-17	0.613105691263084	0.255585292297106	classical	0.00645289287876679	0.0414738451269759	0.548294570196113	0.0768457528480862	3.32258069851168e-06	1.75256584200806e-05	0.426565354709873	-0.182803204500381	nonsig	nonsig
ENSG00000198830	HMGN2	3.48488782047975e-18	2.3043444104008e-17	0.375623680523416	-0.34049083573356	nonclassical	0.0211483166370513	0.0970496250474285	0.442811402143461	-0.118373802718496	2.52961504161085e-06	1.37703480734902e-05	0.58120771783723	0.227984781863392	up	nonsig
ENSG00000185088	RPS27L	3.53425594646331e-18	2.33362597673671e-17	0.387537801221051	-0.250313342466878	nonclassical	0.00118626722777374	0.0107584591072207	0.430048472450749	-0.140423164930404	0.000268568425419009	0.000953916798953431	0.557024563192507	0.1119480893889	nonsig	nonsig
ENSG00000175155	YPEL2	3.62086104443938e-18	2.38737519151326e-17	0.396080718682837	-0.215758925373835	nonclassical	0.00507905949004062	0.034295264921492	0.437185929648241	-0.148049782792799	0.00355560147421	0.00943159258101139	0.538029751535495	0.069868834487974	nonsig	nonsig
ENSG00000135077	HAVCR2	3.66528655501821e-18	2.4131994262523e-17	0.6230861645946	0.292167760699572	classical	0.0114439737034514	0.0624451787457056	0.561391025926091	0.163973258230951	0.000486986837345124	0.00161007391684206	0.444981847880994	-0.121229954128471	nonsig	nonsig
ENSG00000130340	SNX9	3.79268781151107e-18	2.49350205831294e-17	0.382939841377518	-0.282678473940124	nonclassical	0.000153831783363513	0.00199981318372567	0.413394405656602	-0.191521742915285	0.00710080987134949	0.0172776333508074	0.545602182975248	0.0962397365210033	nonsig	nonsig
ENSG00000118564	FBXL5	4.31120926242834e-18	2.83034897071296e-17	0.629109000653002	0.334157614416077	classical	0.718176744466834	0.864562717827466	0.492506781696091	-0.00834843421370441	7.62451306800102e-15	1.17443130357807e-13	0.367659486075507	-0.344250529818807	down	nonsig
ENSG00000108932	SLC16A6	4.32772626227069e-18	2.83713368822288e-17	0.62230795077758	0.346833647025312	classical	0.504738831889107	0.720002020372742	0.514030328634322	0.0418338760575337	3.65193519342946e-11	3.91559126230088e-10	0.392666449502174	-0.310686370699792	down	nonsig
ENSG00000010278	CD9	4.4749115056989e-18	2.92943921535695e-17	0.589179182542651	0.196104021891622	nonsig	1.57091340928001e-05	0.000295447607999426	0.548294570196113	0.0843249614827022	0.000737323378562853	0.00231434814242471	0.458089613399993	-0.101226450039207	nonsig	nonsig
ENSG00000070214	SLC44A1	4.5343254954444e-18	2.96410537017014e-17	0.595008653864442	0.199903343071506	nonsig	0.00427608744189012	0.0297529574573454	0.535553875572553	0.0610913467040845	2.7584683384197e-06	1.48575248885071e-05	0.437586452712432	-0.136279746520647	nonsig	nonsig
ENSG00000204054	LINC00963	4.61172553874592e-18	3.01041372650143e-17	0.611828216035959	0.248564166019516	classical	0.000818429351613586	0.00789151930576288	0.561835727309112	0.126803117483552	0.000687150821063796	0.00217356359925117	0.448999390995227	-0.116123459702662	nonsig	nonsig
ENSG00000185215	TNFAIP2	5.08104434162972e-18	3.31206143234925e-17	0.635052588868531	0.41046978047152	classical	3.90314937096276e-07	1.17839160943079e-05	0.626317427847201	0.368425881210562	0.446535928321927	0.546149620221035	0.482072126937367	-0.0629489397928505	nonsig	up
ENSG00000138185	ENTPD1	5.34950824070166e-18	3.48211252717445e-17	0.612966215059626	0.260991142346002	classical	0.003800949005553	0.0271268351267227	0.551162894116601	0.106204562830186	7.40035535295127e-06	3.66667514562869e-05	0.430578176856874	-0.163351731968493	nonsig	nonsig
ENSG00000044574	HSPA5	5.58869850801129e-18	3.63265403020733e-17	0.617359715468545	0.349830984184315	classical	0.0241097204740048	0.105773907509759	0.550162316004803	0.12329609660763	4.823938902323e-06	2.4734140360626e-05	0.425578672558434	-0.220703262331421	down	nonsig
ENSG00000140575	IQGAP1	5.6764637360383e-18	3.68448261452331e-17	0.624690140934364	0.282458424407788	classical	0.0951703999206511	0.267444559238131	0.536509983546049	0.0760261173888755	1.44454913962848e-08	1.12166429809731e-07	0.402087139613164	-0.20203088551458	down	nonsig
ENSG00000261596	AC005632.2	6.18437064304907e-18	4.00848543516274e-17	0.597313181135209	0.20587003990504	classical	0.00149359103878535	0.0128131080369251	0.540334415440032	0.0593648410260197	1.2922152247115e-06	7.44971817361946e-06	0.435261376350787	-0.146702134873516	nonsig	nonsig
ENSG00000087903	RFX2	6.75377778489167e-18	4.37138028982622e-17	0.599029689411854	0.213586611200177	classical	0.11746059995454	0.307839345055044	0.525659269800329	0.0535752826837709	2.86055227360286e-07	1.85935897784186e-06	0.429726042271541	-0.153222744153321	nonsig	nonsig
ENSG00000095794	CREM	6.96818646917701e-18	4.50380390240187e-17	0.430078043275662	-0.143463349850295	nonsig	0.765585463823595	0.892376445280484	0.492551251834393	-0.0107429877588661	2.68951524821396e-11	2.94083261983037e-10	0.556736584191369	0.133559982706061	nonsig	nonsig
ENSG00000187257	RSBN1L	7.94765685032551e-18	5.12964800086412e-17	0.420010397316985	-0.161207020324545	nonsig	0.00269341675952838	0.0203625856828266	0.44321163338818	-0.115740709024664	0.00183208494924706	0.00525464864505923	0.531717818346623	0.0474426662004873	nonsig	nonsig
ENSG00000125844	RRBP1	8.33079805804706e-18	5.36938655735647e-17	0.389731381511795	-0.255648348514111	nonclassical	4.27231048593935e-05	0.00069033918380196	0.410192555698848	-0.147583399978942	0.00310042892083248	0.00840890562511836	0.548635404421658	0.116876779958473	nonsig	nonsig
ENSG00000142541	RPL13A	8.51712294922635e-18	5.48177801037864e-17	0.632251970101374	0.245925481269727	classical	0.000517574452182446	0.00542271497960102	0.590852492551252	0.172585012268983	0.018772986490501	0.0398285876120708	0.459253331822624	-0.0693240446966906	nonsig	nonsig
ENSG00000172785	CBWD1	8.86870888481823e-18	5.70007073843569e-17	0.426353394660597	-0.113285806960495	nonsig	0.953639046737788	0.984311647656255	0.496397918797527	-0.0066221796345003	2.48054750230928e-11	2.7297919635725e-10	0.563213751233353	0.0994972749149158	nonsig	nonsig
ENSG00000064601	CTSA	9.32825686162076e-18	5.9870448584584e-17	0.616927022246454	0.266517014284921	classical	2.94289555938074e-05	0.000496505430955816	0.585449370747543	0.151078236080256	0.00385150975225495	0.0101113147901018	0.451777680211122	-0.117203373298625	nonsig	nonsig
ENSG00000276085	CCL3L3	9.52665826258526e-18	6.10584284455359e-17	0.601437238878358	0.379156290220146	classical	2.90313600798331e-06	6.69471916614845e-05	0.579290256592698	0.236185705244785	0.0823526024675035	0.140750872522672	0.477582487099957	-0.129751690455786	nonsig	up
ENSG00000203705	TATDN3	9.64375174076733e-18	6.17227011692905e-17	0.449203717674805	-0.0750764049029329	nonsig	0.0151497139661973	0.0768199308186512	0.467514563970294	-0.0401323592007863	0.000654870612669933	0.00208694530662661	0.523194112009669	0.0364024355212113	nonsig	nonsig
ENSG00000113532	ST8SIA4	1.07306847474918e-17	6.85447237594988e-17	0.398228335224715	-0.205921754100718	nonclassical	0.00127460735767484	0.0113356069076935	0.430248588073109	-0.137243309122411	0.0181439731874912	0.0386549178075196	0.534274222102624	0.0637240601626134	nonsig	nonsig
ENSG00000172594	SMPDL3A	1.07395198045499e-17	6.85447237594988e-17	0.431699454140858	-0.117661231982741	nonsig	0.273472495790263	0.513068390507571	0.47996620269489	-0.0293476311353458	9.1451620019261e-08	6.33944840284575e-07	0.551758324245471	0.0861891390786833	nonsig	nonsig
ENSG00000184384	MAML2	1.11946012981617e-17	7.13500352184218e-17	0.607065420679249	0.239287690807275	classical	0.000955369505461577	0.00894732787870036	0.558745052697114	0.11547245769631	0.000112709436865485	0.000440565251938424	0.446129042918313	-0.124621189292097	nonsig	nonsig
ENSG00000173198	CYSLTR1	1.17999049540321e-17	7.51036946380767e-17	0.43254582110275	-0.112619820603754	nonsig	0.0487599167420937	0.171726214834588	0.466847511895762	-0.0365989261911762	3.17089463231535e-05	0.000139046523180662	0.543369165474622	0.0730787722534476	nonsig	nonsig
ENSG00000236977	ANKRD44-IT1	1.18875422718952e-17	7.5556691808486e-17	0.445282534409413	-0.0965137266345474	nonsig	0.0062980521901072	0.0405923616578679	0.458442655756659	-0.0838894145566452	0.075205666983396	0.129988250767158	0.510721316583342	0.010578337830992	nonsig	nonsig
ENSG00000161944	ASGR2	1.19788271595788e-17	7.60315876007015e-17	0.581284512435572	0.163212458200179	nonsig	0.0683620227698507	0.21487213869236	0.507404278027305	0.00182459240017466	1.18863621440385e-11	1.367080598471e-10	0.421969493109748	-0.164000813126396	nonsig	nonsig
ENSG00000170345	FOS	1.26134041754421e-17	7.99487731506957e-17	0.628459168341438	0.584871014512564	classical	0.941228365435501	0.978988433586472	0.50542535687286	0.121109919181176	3.11406408143163e-11	3.37835462640419e-10	0.383795752073685	-0.469045885136513	down	nonsig
ENSG00000229715	EEF1DP3	1.28087885780492e-17	8.10752148754034e-17	0.44271807421402	-0.0874734926220305	nonsig	0.230513902197904	0.464571057174432	0.476164005870058	-0.0440590856473995	0.000358140261208155	0.00122741273986873	0.521791984741834	0.0337209550777287	nonsig	nonsig
ENSG00000108846	ABCC3	1.29318873016807e-17	8.1741640258144e-17	0.443776825394813	-0.100748696050443	nonsig	0.11858836799357	0.309205693592326	0.472361809045226	-0.0503821053154596	1.04417197475909e-05	5.02802223732369e-05	0.530254318504775	0.049909752120225	nonsig	nonsig
ENSG00000178209	PLEC	1.36753386935437e-17	8.63220485071143e-17	0.625403371520227	0.361717280244563	classical	0.108951967788239	0.292900164136045	0.535820696402366	0.0812742956707173	4.82065120490473e-08	3.46196688252079e-07	0.404858347378211	-0.284080418538042	down	nonsig
ENSG00000158417	EIF5B	1.53666525278677e-17	9.68647918274517e-17	0.396510241991213	-0.212834661847742	nonclassical	0.120591606062752	0.313360634327276	0.46742562369369	-0.0504818659379788	1.16057653597294e-08	9.11966733489695e-08	0.578641872146765	0.162447904384718	nonsig	nonsig
ENSG00000068489	PRR11	1.60764283666753e-17	1.01199903668962e-16	0.451622361839311	-0.080055527008219	nonsig	0.183542889527414	0.407345426607892	0.478943389513941	-0.0461492991727463	0.000125640067198312	0.000483630555279606	0.521789624258218	0.0305090581030925	nonsig	nonsig
ENSG00000167196	FBXO22	1.61477777229704e-17	1.01509797220152e-16	0.434994579447547	-0.137619056509484	nonsig	0.0125337388821444	0.066591531638706	0.458198069995998	-0.0814073231735614	0.000406726055288793	0.00137454175355871	0.527558646215437	0.0575605360222134	nonsig	nonsig
ENSG00000116679	IVNS1ABP	1.74288794219537e-17	1.0941330734247e-16	0.621390260757102	0.31122760648285	classical	0.587741972944057	0.78200867319231	0.489638457775604	-0.0041894108887929	1.50252242710131e-13	2.10858575473025e-12	0.380514679847607	-0.31456106737623	down	nonsig
ENSG00000186818	LILRB4	1.77881973771316e-17	1.11516445032318e-16	0.611682400005072	0.255828538640966	classical	0.00689706580931294	0.0436586058536583	0.557922355138525	0.118658635414988	0.000208377948126334	0.000761949325857967	0.442449048961151	-0.132750230617511	nonsig	nonsig
ENSG00000167461	RAB8A	1.79131204580452e-17	1.12146398065443e-16	0.390156149949598	-0.239654691429752	nonclassical	0.309647760651762	0.552263339926519	0.477742695779784	-0.0347985495259781	6.83277387090913e-10	6.34728730639716e-09	0.59307150849066	0.204379472490802	up	nonsig
ENSG00000162413	KLHL21	1.82980187668528e-17	1.14380496025616e-16	0.610942225152631	0.260688796701637	classical	0.0894430439604493	0.257661097761771	0.533419308934051	0.0823219219152414	3.12356561860836e-07	2.01887924278785e-06	0.426782519202534	-0.181613013485141	nonsig	nonsig
ENSG00000085117	CD82	1.8319822309616e-17	1.14380496025616e-16	0.600552832951887	0.220949754921419	classical	0.459724154809085	0.68436168915195	0.514675145639703	0.0343712927047731	2.31106335922339e-09	1.9823307954161e-08	0.421020578696163	-0.184534639423316	nonsig	nonsig
ENSG00000135002	RFK	1.89417555711167e-17	1.1810287542915e-16	0.423975959374386	-0.125732057196917	nonsig	0.0955682718480266	0.268234128141036	0.472206163561169	-0.0346378415665537	3.19799702680555e-07	2.06407993755425e-06	0.556172428607173	0.0891685108691493	nonsig	nonsig
ENSG00000125910	S1PR4	1.91524114536191e-17	1.19254296011748e-16	0.411144148656274	-0.169929260772694	nonsig	0.264384668810781	0.502678480580625	0.472584159736737	-0.0576178615101657	6.88275791314121e-07	4.17790688669379e-06	0.554590904584531	0.108112470142483	nonsig	nonsig
ENSG00000100650	SRSF5	2.04198855739035e-17	1.26974058128242e-16	0.368841650130283	-0.35877318998804	nonclassical	0.692463934913618	0.848840475340377	0.507737804064571	-0.00723004977412422	7.44491188098169e-12	8.67124381264595e-11	0.621338299790861	0.337454862542882	up	nonsig
ENSG00000159713	TPPP3	2.15543606919635e-17	1.33847038180542e-16	0.431960972022342	-0.126961663026243	nonsig	0.0054460908591549	0.036247299236851	0.453973406857295	-0.0819462254214011	0.000873577462501065	0.00268689475564168	0.530155178192908	0.0487014329566642	nonsig	nonsig
ENSG00000124216	SNAI1	2.17276946667403e-17	1.3474106868334e-16	0.579604458166649	0.15896146706297	nonsig	3.1453980890598e-05	0.000524881157479833	0.533219193311691	0.0476512800168898	4.54398015831017e-06	2.34032827682215e-05	0.447146411356759	-0.110933045729351	nonsig	nonsig
ENSG00000182511	FES	2.18748522641796e-17	1.35470576302726e-16	0.596341602581578	0.194874250896465	nonsig	0.15971422387713	0.372044961102615	0.523102236847957	0.0381074525290812	1.18679028672015e-08	9.30971047138251e-08	0.424263883184387	-0.158883459327964	nonsig	nonsig
ENSG00000256235	SMIM3	2.26296788213323e-17	1.39956328990692e-16	0.581552370144485	0.164271509580696	nonsig	0.00298383785911821	0.0221925963298111	0.524547516342776	0.0332571122803625	5.46110944590745e-07	3.37295171564862e-06	0.442519863469628	-0.128267518177825	nonsig	nonsig
ENSG00000169499	PLEKHA2	2.28840179093843e-17	1.4133884008905e-16	0.396099738165127	-0.223298244597121	nonclassical	0.0291647545845229	0.119925679917899	0.447947703117357	-0.0892178072354864	5.97458788418552e-05	0.000247842794480635	0.556073288295306	0.13765088216127	nonsig	nonsig
ENSG00000149177	PTPRJ	2.38558275272704e-17	1.47143000702478e-16	0.403544280524684	-0.189378919266	nonsig	0.276415161370942	0.516179376335326	0.478053986747899	-0.0379121008877455	2.706223864663e-10	2.60900447792826e-09	0.584849944056538	0.153373805519021	nonsig	nonsig
ENSG00000106617	PRKAG2	2.57967163203639e-17	1.58900847240469e-16	0.616275604978032	0.313048230952307	classical	6.18054305831405e-07	1.72942146918312e-05	0.610597233957398	0.242546707197465	0.0962088286061562	0.159733183074278	0.474969431737174	-0.0754514197109765	nonsig	up
ENSG00000133816	MICAL2	2.65569060302288e-17	1.63364131062627e-16	0.586923788934465	0.164368209800599	nonsig	0.147382616012238	0.354104096795895	0.51378574287366	0.0170339823406222	4.71015762261361e-09	3.89457897840971e-08	0.428059540838727	-0.143615798920403	nonsig	nonsig
ENSG00000232956	SNHG15	2.84159442799053e-17	1.74565954886861e-16	0.408110541231068	-0.166387106046739	nonsig	0.0174939637262882	0.0856774808323765	0.449348512473874	-0.0747269180364862	2.3891064534855e-05	0.000107066499170361	0.554432752182267	0.0904879447925401	nonsig	nonsig
ENSG00000075420	FNDC3B	3.31436360210424e-17	2.03337093182572e-16	0.61704906392448	0.295350344855733	classical	0.00979394297758815	0.0566050432294106	0.55031796148886	0.0972571766326246	2.37992159226476e-06	1.304833953035e-05	0.423713890501886	-0.201970912522604	down	nonsig
ENSG00000175029	CTBP2	3.75767102434712e-17	2.30226332853523e-16	0.401445797645388	-0.205289988045982	nonclassical	0.62769104406814	0.80798715321983	0.487792947036065	-0.0189675583249397	1.76581661197665e-10	1.727789431207e-09	0.585170969828298	0.177273924428432	nonsig	nonsig
ENSG00000106399	RPA3	3.87522903052517e-17	2.37112346947734e-16	0.442372553619091	-0.0918913713857304	nonsig	0.0886987784661668	0.256661433225148	0.47411837950816	-0.0323767130788217	9.99141506259731e-07	5.90309805071733e-06	0.539094329646258	0.0601161243454088	nonsig	nonsig
ENSG00000173020	GRK2	4.23918956333264e-17	2.59036496752777e-16	0.378430639118003	-0.285636193853594	nonclassical	0.0029621266228215	0.0220668816105971	0.426424156179126	-0.16807156198783	0.000866510352842227	0.00266873557663958	0.552499516100859	0.12888905920814	nonsig	nonsig
ENSG00000125354	SEPT6	4.31489946972326e-17	2.63312149821277e-16	0.395297749995245	-0.219151604011711	nonclassical	0.341436522072179	0.584840681416281	0.479677146795927	-0.0229163134853303	4.12626828131335e-11	4.39337474314315e-10	0.597702777345022	0.198302828889114	nonsig	nonsig
ENSG00000175592	FOSL1	4.49201333400523e-17	2.73756297340638e-16	0.591913233121794	0.184243881481783	nonsig	0.0422389586548265	0.154943710045563	0.519967092097656	0.0237554793659827	4.62458211725647e-09	3.83072334586461e-08	0.423343294574192	-0.162539054335449	nonsig	nonsig
ENSG00000047410	TPR	4.66587034123052e-17	2.83974522492134e-16	0.381491190809786	-0.290833953608807	nonclassical	0.0526694257930863	0.180817946618669	0.452016720772002	-0.12736753692143	2.29383893310693e-05	0.000103099185739742	0.567311550790526	0.156131164539135	nonsig	nonsig
ENSG00000186834	HEXIM1	4.90459998131172e-17	2.98108732638934e-16	0.404698129116925	-0.171700159514932	nonsig	0.188236191971148	0.414235567748473	0.468982078534264	-0.0552712537484897	8.75427979954989e-07	5.23773011735782e-06	0.565342907454879	0.117038193397182	nonsig	nonsig
ENSG00000271614	ATP2B1-AS1	6.56794852486724e-17	3.98681425669519e-16	0.629307120260187	0.402518704514697	classical	0.0888370211631076	0.256721089494648	0.546827055632143	0.194476054941408	6.58163463118236e-06	3.29728398717204e-05	0.424828038768583	-0.217614779858025	down	nonsig
ENSG00000128016	ZFP36	6.91764848379312e-17	4.19353882326639e-16	0.618009547780109	0.354898076675185	classical	0.210104434021011	0.441321477166624	0.534064125939432	0.118269691826606	1.84525263441556e-05	8.44253672914555e-05	0.432759263717951	-0.228334022398577	down	nonsig
ENSG00000028137	TNFRSF1B	7.56865656654388e-17	4.58213258362398e-16	0.377327509145201	-0.334440251207367	nonclassical	0.0284346985601592	0.118561357955189	0.447258415973674	-0.121689740806481	6.26615794782976e-06	3.15300425686302e-05	0.577336524707182	0.208677244660697	up	nonsig
ENSG00000153201	RANBP2	7.62123826761293e-17	4.60788701055018e-16	0.622658226243082	0.311316450087142	classical	0.00426240323939459	0.029726699795717	0.570818695246142	0.169630451955264	0.00109730225254323	0.00329549740636183	0.446636546895728	-0.138640965277368	nonsig	nonsig
ENSG00000010327	STAB1	8.72418409389679e-17	5.26780010617005e-16	0.580656869520012	0.150285974586834	nonsig	7.12019638432087e-05	0.00107482175025159	0.533152488104238	0.0481368079945354	2.21563506246355e-05	9.99895273968272e-05	0.448163779795204	-0.101290525927917	nonsig	nonsig
ENSG00000117450	PRDX1	8.88190043652275e-17	5.35598437624217e-16	0.391970925551407	-0.231433053748428	nonclassical	0.0782474068858837	0.236546344004822	0.463245430693289	-0.0447602040626627	1.43220244072446e-07	9.73685481553264e-07	0.582170795152511	0.181633088918463	nonsig	nonsig
