gene	CD16neg_CD16pos_logFC	CD16neg_CD16pos_AUC	CD16neg_CD16pos_pval	CD16neg_CD16pos_fdr	color	ens
RPL21	-0.105112469842075	0.462919252963032	1.77413231381119e-18	5.8259223553534e-18	nonsig	ENSG00000122026
DCAF5	-0.065252851625677	0.465440087134882	1.96720627630643e-18	6.45620962200857e-18	nonsig	ENSG00000139990
HERC5	-0.111495910238846	0.465425938356974	2.17095140723065e-18	7.12077075316244e-18	nonsig	ENSG00000138646
AC087741.1	0.0757545866520022	0.533674746813981	2.19444192902755e-18	7.19366681985316e-18	nonsig	ENSG00000262580
TGS1	-0.0711685667475913	0.46500560014027	2.29278561617122e-18	7.51171573556443e-18	nonsig	ENSG00000137574
GGA2	0.0721137834447534	0.533070397379415	2.4520900916918e-18	8.0290050783292e-18	nonsig	ENSG00000103365
HECA	-0.0819041801614504	0.466265766634761	2.56240444388076e-18	8.3853799802342e-18	nonsig	ENSG00000112406
NT5C3A	-0.117810094481543	0.463640840636339	3.18690452055177e-18	1.0423030847009e-17	nonsig	ENSG00000122643
DPRXP4	-0.0586911147137748	0.46964516561318	3.24095133377038e-18	1.05936965058398e-17	nonsig	ENSG00000264743
ZC3H7A	-0.0620031055603531	0.467141911394261	3.30112807559284e-18	1.0784191257874e-17	nonsig	ENSG00000122299
RPS15AP30	-0.0627516232595792	0.471216566669119	3.38351779073726e-18	1.10469911317118e-17	nonsig	ENSG00000227560
RAB4B	-0.0696733718520062	0.466481390925876	3.61276097043685e-18	1.17886818340332e-17	nonsig	ENSG00000167578
SEC24A	0.085875238790175	0.53501861084754	3.63654928991425e-18	1.18594928335263e-17	nonsig	ENSG00000113615
RPL11	0.0553777109889285	0.533859644739993	3.67361976767027e-18	1.19735134252065e-17	nonsig	ENSG00000142676
URI1	-0.0679457965734979	0.466649749817222	4.00428656888562e-18	1.30437798152747e-17	nonsig	ENSG00000105176
ZNF397	-0.0619963110951885	0.466759817285689	4.05069150871543e-18	1.31873802068839e-17	nonsig	ENSG00000186812
IRF5	0.069652749645758	0.532991287591221	4.15086524854761e-18	1.35057648780062e-17	nonsig	ENSG00000128604
MTHFD1L	-0.054282359303796	0.471247485796863	4.24877791156383e-18	1.38164323500825e-17	nonsig	ENSG00000120254
NDUFS7	-0.0652754952837633	0.467211730023121	4.27295972721916e-18	1.38871191134623e-17	nonsig	ENSG00000115286
ADAM28	0.0769242255738951	0.533628522332477	4.4452370588846e-18	1.44387602810311e-17	nonsig	ENSG00000042980
ADAR	-0.0815329095457205	0.466091200786348	4.61050419182973e-18	1.49670138935913e-17	nonsig	ENSG00000160710
SEMA4D	0.0530045211483846	0.531551003684234	4.73315960942758e-18	1.53564133301874e-17	nonsig	ENSG00000187764
RPS7	0.0508453852521884	0.534291972793018	4.92251862364122e-18	1.59616599891015e-17	nonsig	ENSG00000171863
DBF4	-0.0591514015065354	0.467950242256378	5.04598422652531e-18	1.63526733547578e-17	nonsig	ENSG00000006634
PPM1M	-0.058215677803376	0.465999869846664	5.29628195463627e-18	1.7154035224794e-17	nonsig	ENSG00000164088
AC124319.2	-0.0727561781906554	0.468581539908267	5.99435202499471e-18	1.94039395179458e-17	nonsig	ENSG00000263069
IRF3	-0.0636602996596853	0.466155120878368	6.31232450373566e-18	2.04215919736459e-17	nonsig	ENSG00000126456
LRP1	0.100484435488555	0.535695670350592	7.24830670621175e-18	2.34363291963512e-17	nonsig	ENSG00000123384
ETHE1	0.0760480366521674	0.533870478000462	7.79042304128767e-18	2.51748539804068e-17	nonsig	ENSG00000105755
SNX6	-0.0937386408539797	0.465253415792565	7.84278196938226e-18	2.53296443252192e-17	nonsig	ENSG00000129515
CD4	-0.058088650461582	0.468690026723071	8.35928278451126e-18	2.69824349425048e-17	nonsig	ENSG00000010610
PCNA	0.0891443395181296	0.534638945548255	8.64840570429825e-18	2.78998255571371e-17	nonsig	ENSG00000132646
CD59	0.0802002127775322	0.535002997073555	9.24657530645719e-18	2.98125960930666e-17	nonsig	ENSG00000085063
SMURF2	0.076546472306371	0.533516450132536	9.8341993837696e-18	3.16892153710693e-17	nonsig	ENSG00000108854
FAM102B	-0.0542171048161138	0.46933493341747	1.13956791435269e-17	3.67000301668799e-17	nonsig	ENSG00000162636
TARS	0.0809450299327098	0.531192966353358	1.18026777965541e-17	3.7989242244886e-17	nonsig	ENSG00000113407
SNAPC3	-0.0619489773425272	0.468449497498635	1.18460715326445e-17	3.81073229767571e-17	nonsig	ENSG00000164975
ZNRD1	-0.0584070164383343	0.467305412667035	1.22216028634537e-17	3.92931102814264e-17	nonsig	ENSG00000066379
HCST	0.0974504378135544	0.534142311877926	1.22856043223159e-17	3.94765374180297e-17	nonsig	ENSG00000126264
MVP	-0.0689834303944304	0.46445869397296	1.24525698895323e-17	3.99904180567739e-17	nonsig	ENSG00000013364
CSNK1G2	-0.0714500863176679	0.465635933978949	1.29923417738703e-17	4.17002788798628e-17	nonsig	ENSG00000133275
AC005300.1	-0.0760592615944165	0.469257751255694	1.33100060943399e-17	4.26957338350902e-17	nonsig	ENSG00000236325
HBP1	0.0752701064051883	0.532786419455518	1.33567216597123e-17	4.28214084361318e-17	nonsig	ENSG00000105856
AP1G1	0.0787349260398075	0.532524339367729	1.55630744548212e-17	4.98667941217366e-17	nonsig	ENSG00000166747
GPN3	-0.0570282629909225	0.468362522994656	1.60543975731866e-17	5.14120815181923e-17	nonsig	ENSG00000111231
VCL	-0.0631926886215395	0.467349131234194	1.77065471420311e-17	5.6670926374016e-17	nonsig	ENSG00000035403
DYNLL1	-0.0916493030142592	0.46779765134913	1.82373223944283e-17	5.83368403844299e-17	nonsig	ENSG00000088986
ASCL2	-0.0823229955123289	0.466717293846909	1.83406830363384e-17	5.86344515078438e-17	nonsig	ENSG00000183734
DNAJC19	-0.0600161172907933	0.467399982019101	1.83634567659735e-17	5.86742395317748e-17	nonsig	ENSG00000205981
PTRH2	-0.0649286024132775	0.466595737724991	2.08885350661801e-17	6.67047598150476e-17	nonsig	ENSG00000141378
CAMK1	-0.0649451218803714	0.469419980295032	2.26883503553036e-17	7.24115271733033e-17	nonsig	ENSG00000134072
TAF1D	0.0902565197313547	0.533460047783546	2.2828202361174e-17	7.28169666557154e-17	nonsig	ENSG00000166012
EMC3	0.0997263402797006	0.535557151116196	2.34906901969175e-17	7.4888109432485e-17	nonsig	ENSG00000125037
NFXL1	-0.078667248731171	0.463838769316937	2.44672036867527e-17	7.79574784881895e-17	nonsig	ENSG00000170448
PURA	-0.0619225663928383	0.4677304542922	2.59460175586871e-17	8.26229404433306e-17	nonsig	ENSG00000185129
MED13L	0.0680249183163643	0.530662907640941	2.75508442304613e-17	8.76842274920173e-17	nonsig	ENSG00000123066
GIMAP2	-0.0870898924608743	0.467621312084413	2.80011678311745e-17	8.90675444842677e-17	nonsig	ENSG00000106560
FMNL3	-0.0642182921451083	0.466984578526026	3.10464237393361e-17	9.86987875003744e-17	nonsig	ENSG00000161791
UBE2L6	-0.102159777067831	0.463187424350301	3.11797689202225e-17	9.90672635546889e-17	nonsig	ENSG00000156587
SNN	0.0770892311276811	0.532815179641674	3.63939293628726e-17	1.15569543158457e-16	nonsig	ENSG00000184602
IFI35	-0.116601288681487	0.461449630581963	3.74041000953639e-17	1.18711001475845e-16	nonsig	ENSG00000068079
UFL1	-0.0557978058443388	0.468321927182293	3.89027763566585e-17	1.23398477097809e-16	nonsig	ENSG00000014123
RNMT	0.0873321609154642	0.533228809718445	4.02775607021637e-17	1.27687958900107e-16	nonsig	ENSG00000101654
FBXO42	-0.0618575632670537	0.466786495635314	4.35525269596958e-17	1.37993254689366e-16	nonsig	ENSG00000037637
COMMD3	-0.0571309708463155	0.4677382033504	4.73127407074517e-17	1.49823678906931e-16	nonsig	ENSG00000148444
DAPK1-IT1	-0.0585791363702051	0.467983513088352	5.4343397686552e-17	1.71991555575099e-16	nonsig	ENSG00000236709
P2RX1	-0.0597567702485716	0.467912730646284	5.74881102006671e-17	1.81842958825161e-16	nonsig	ENSG00000108405
SFI1	-0.0529260269085966	0.47007926708251	5.79760137397394e-17	1.83284214833311e-16	nonsig	ENSG00000198089
MCTS1	-0.0606665887010353	0.467006784782361	5.88924530717019e-17	1.86077878698743e-16	nonsig	ENSG00000232119
ZBTB38	-0.0607740828866326	0.467849812920001	5.90275224574087e-17	1.86400975586736e-16	nonsig	ENSG00000177311
MIA3	-0.0675077895712794	0.466938508254636	6.39603247802274e-17	2.01865891709151e-16	nonsig	ENSG00000154305
ZCCHC14	0.0695892241553434	0.531363869711576	7.32755674829986e-17	2.31137423026605e-16	nonsig	ENSG00000140948
CYP1B1-AS1	0.0615808037342125	0.531271536406155	7.41849224607627e-17	2.33875995837732e-16	nonsig	ENSG00000232973
CD300C	-0.0572960835038662	0.469776167104546	7.49444191683084e-17	2.3613934847208e-16	nonsig	ENSG00000167850
GRAMD4	0.0596720480496583	0.531696500926263	7.71033168172832e-17	2.42807063657975e-16	nonsig	ENSG00000075240
EVI5	-0.0561130737209073	0.468371621391348	7.97496656655201e-17	2.51001579305164e-16	nonsig	ENSG00000067208
ZBTB8OS	-0.0581350040646224	0.46849660868829	8.28928362739563e-17	2.60749835477489e-16	nonsig	ENSG00000176261
PDE4A	-0.0572458821695332	0.468072261008636	8.38848698171184e-17	2.63724374892666e-16	nonsig	ENSG00000065989
DIAPH2	-0.079846293718587	0.466322014773637	8.46153172654333e-17	2.65873682181928e-16	nonsig	ENSG00000147202
TCEAL9	0.0733907004604299	0.532269507155272	9.19945431782927e-17	2.88900497399602e-16	nonsig	ENSG00000185222
MRPL18	-0.0678139152457105	0.466028013192367	9.26857253395579e-17	2.90910279366866e-16	nonsig	ENSG00000112110
PNRC1	0.123774287607673	0.533617689072008	9.57023316500612e-17	3.00212559969077e-16	nonsig	ENSG00000146278
RNF187	-0.0595603225752086	0.468312790233072	9.69577775905988e-17	3.03837864519841e-16	nonsig	ENSG00000168159
ANO6	0.0889241345926941	0.534360673398555	9.69649794709506e-17	3.03837864519841e-16	nonsig	ENSG00000177119
SUPT20H	-0.0616331289583717	0.467726830354534	1.01014203757657e-16	3.16351538890435e-16	nonsig	ENSG00000102710
NBPF14	0.0744373806331621	0.531628301503595	1.0299422030874e-16	3.223747468727e-16	nonsig	ENSG00000270629
NPC2	-0.129764589437279	0.464270364871923	1.03128453375967e-16	3.22617149575366e-16	nonsig	ENSG00000119655
DUSP2	-0.0863471746330541	0.465743225665374	1.05963990924714e-16	3.31305136182333e-16	nonsig	ENSG00000158050
PIGBOS1	-0.0617172023351851	0.46855536274151	1.07582341717784e-16	3.36180023816683e-16	nonsig	ENSG00000225973
TTF1	-0.0622991641668841	0.467973643641092	1.10681536877065e-16	3.45674442550088e-16	nonsig	ENSG00000125482
FAM162A	-0.0560431240105943	0.470249939125558	1.1691001747339e-16	3.64926268827653e-16	nonsig	ENSG00000114023
TNIP2	-0.0696529483813395	0.466012245208268	1.17519978309994e-16	3.66628773629366e-16	nonsig	ENSG00000168884
SRD5A3	-0.0541800642596871	0.471519204016742	1.25931340194908e-16	3.92654195196089e-16	nonsig	ENSG00000128039
CPNE3	-0.0618573571923209	0.467257915952096	1.38322992138641e-16	4.31054809840712e-16	nonsig	ENSG00000085719
HSPA13	0.0676908617563604	0.531798433811246	1.39013216456277e-16	4.32968247087778e-16	nonsig	ENSG00000155304
MCEMP1	0.0741106953508083	0.532111403236469	1.40479170367597e-16	4.37294338004558e-16	nonsig	ENSG00000183019
CHCHD5	-0.0567864353347416	0.46900943442053	1.49156084413866e-16	4.64050227576764e-16	nonsig	ENSG00000125611
IAH1	-0.089520374339562	0.46606413691144	1.67932511214404e-16	5.22180950305983e-16	nonsig	ENSG00000134330
PARP9	-0.0660899612176326	0.467756554353899	1.73285772969502e-16	5.38531989190229e-16	nonsig	ENSG00000138496
CPNE1	-0.0587472982491471	0.468295480147838	1.88217634917895e-16	5.84616940387402e-16	nonsig	ENSG00000214078
ANKRD44-IT1	-0.050667855347448	0.471791307761904	1.92899610806567e-16	5.98832070487493e-16	nonsig	ENSG00000236977
TMEM9B	-0.0604352417380524	0.468583236219514	2.05565028373052e-16	6.37801707366089e-16	nonsig	ENSG00000175348
TLK2	0.0827178602883773	0.532901807172898	2.13540551854273e-16	6.62185521334128e-16	nonsig	ENSG00000146872
NAIP	0.0882346075261424	0.533171751976472	2.1871452213484e-16	6.77859901935639e-16	nonsig	ENSG00000249437
CNBD2	-0.0516201041995704	0.471444797637008	2.21220031761631e-16	6.85251363379404e-16	nonsig	ENSG00000149646
IL10RB	-0.0597544957716914	0.468428949001019	2.43107696514045e-16	7.52640231006152e-16	nonsig	ENSG00000243646
BRD9	-0.0608610693061884	0.4685259857149	2.70761868237782e-16	8.37798569422027e-16	nonsig	ENSG00000028310
XAF1	-0.0738127628620407	0.468976510561311	2.73862607163401e-16	8.46931666464497e-16	nonsig	ENSG00000132530
MARCKS	-0.111377489187392	0.468701052746181	2.85938270461157e-16	8.83795056849742e-16	nonsig	ENSG00000277443
CHMP3	-0.0706013775009337	0.467707091460014	2.88919807975279e-16	8.9252497504489e-16	nonsig	ENSG00000115561
PLPP3	0.0760953683752421	0.531953183660081	3.02943266466693e-16	9.35337335215912e-16	nonsig	ENSG00000162407
RPL15	0.0499340765712006	0.531751245516534	3.05970041427456e-16	9.44169367381519e-16	nonsig	ENSG00000174748
OSM	0.0775185286034047	0.530995847275855	3.25789830448933e-16	1.00478394504907e-15	nonsig	ENSG00000099985
TUBA4A	-0.0574614214815675	0.469827866045077	3.32805824681045e-16	1.02586537710961e-15	nonsig	ENSG00000127824
PDE8A	-0.0642130517821402	0.468072685086448	3.33758613004613e-16	1.02824440373059e-15	nonsig	ENSG00000073417
ADSS	-0.0716821222154394	0.467938175315001	3.34549546490541e-16	1.03012247892291e-15	nonsig	ENSG00000035687
TNFRSF8	-0.0496968563644844	0.471751367342523	3.63697522650117e-16	1.11926631970494e-15	nonsig	ENSG00000120949
STIM1	-0.0529346894067795	0.470916897866179	3.64161772424227e-16	1.12008826699623e-15	nonsig	ENSG00000167323
TMEM131L	-0.0496197138278602	0.471932294358115	3.97146118225182e-16	1.22088046408943e-15	nonsig	ENSG00000121210
RANGAP1	-0.0565458108024273	0.470810685650548	4.00807660759496e-16	1.23147015726052e-15	nonsig	ENSG00000100401
EPRS	-0.0598120894694679	0.468240542794926	4.20775028205876e-16	1.29212050553383e-15	nonsig	ENSG00000136628
SNX5	-0.062861717328244	0.469370555953675	4.26242012415822e-16	1.30820144383267e-15	nonsig	ENSG00000089006
TRIM21	-0.0542509837014397	0.469248884174172	4.28304883125188e-16	1.31382291632516e-15	nonsig	ENSG00000132109
PARP14	-0.0713790473064755	0.47322573168458	4.48604034147837e-16	1.37534782406576e-15	nonsig	ENSG00000173193
GGPS1	-0.0609074697069209	0.468574561900633	4.63638386540422e-16	1.42067404203675e-15	nonsig	ENSG00000152904
GNS	-0.0783453732935427	0.467504883448767	4.79856877820265e-16	1.46957785600912e-15	nonsig	ENSG00000135677
CEP164	-0.0546004699745774	0.468969262685979	4.96554431579265e-16	1.51989532640183e-15	nonsig	ENSG00000110274
ZRANB1	0.0736707417806108	0.531570858236339	5.12088386897541e-16	1.56659888312598e-15	nonsig	ENSG00000019995
C6orf89	-0.0594284029329579	0.468922883994363	5.16790231915783e-16	1.57979750899194e-15	nonsig	ENSG00000198663
AGO1	-0.0569931870072643	0.467994423453878	5.16958910265098e-16	1.57979750899194e-15	nonsig	ENSG00000092847
MTMR6	-0.0584082057729473	0.46939769693364	5.34128065239296e-16	1.63138792399164e-15	nonsig	ENSG00000139505
PNPLA6	-0.0585061390967998	0.468830743451583	5.67375195329538e-16	1.73200348450677e-15	nonsig	ENSG00000032444
XRCC4	-0.0604333305487933	0.469557342953577	5.81490805123182e-16	1.77414031359012e-15	nonsig	ENSG00000152422
ADI1	-0.0580268062554691	0.467991416356666	6.09142428255829e-16	1.85750839233568e-15	nonsig	ENSG00000182551
BTBD10	-0.0575290999859145	0.469865801732982	6.13383292830729e-16	1.86943695631512e-15	nonsig	ENSG00000148925
TAB2	0.0755978034737825	0.531881707272503	6.73826066125008e-16	2.05255007059312e-15	nonsig	ENSG00000055208
GART	-0.0613018299460991	0.468229593876872	6.94278094480597e-16	2.11371589214592e-15	nonsig	ENSG00000159131
TCEAL4	0.0697015075518223	0.531338733463086	6.9846133776817e-16	2.12531272622442e-15	nonsig	ENSG00000133142
ALOX5	-0.05507225117188	0.470355958578547	7.08061780414902e-16	2.15337204204339e-15	nonsig	ENSG00000012779
SLC35E3	-0.0490328529654523	0.468883868835663	7.23075727656655e-16	2.19785618449302e-15	nonsig	ENSG00000175782
AL353625.1	0.0680116309242148	0.531578645847068	7.66468203573577e-16	2.32850580989384e-15	nonsig	ENSG00000213073
XPC	-0.0574800748133447	0.469138739600648	8.21076165755445e-16	2.49306985443971e-15	nonsig	ENSG00000154767
FMN1	0.0671248064356517	0.530226377362325	8.29756971835127e-16	2.51808192147188e-15	nonsig	ENSG00000248905
CCND3	-0.0566726745931217	0.469946839147594	8.36360899587433e-16	2.5367678967198e-15	nonsig	ENSG00000112576
HMGXB3	0.0621702858474557	0.531730697018918	8.45869588502495e-16	2.56423966503879e-15	nonsig	ENSG00000113716
SAP18	-0.0590537809984838	0.47068631519406	8.57353351832797e-16	2.59766634227313e-15	nonsig	ENSG00000150459
SLC16A6	0.116002234087613	0.530364318308796	8.62526083022146e-16	2.61194599021792e-15	nonsig	ENSG00000108932
RASGEF1B	0.0767535633304014	0.528953681296118	9.45019589108949e-16	2.86023243778794e-15	nonsig	ENSG00000138670
TAF3	-0.0595508910353838	0.469132763958752	1.01835411444863e-15	3.08054830893644e-15	nonsig	ENSG00000165632
CCDC88A	0.118332856077114	0.533764227232303	1.17786886027362e-15	3.56118839553723e-15	nonsig	ENSG00000115355
CYP20A1	-0.0600357055333853	0.469264729263328	1.1849377697496e-15	3.5806550372061e-15	nonsig	ENSG00000119004
MARCO	0.0772083609983359	0.532119075189613	1.26578402771539e-15	3.82292347764549e-15	nonsig	ENSG00000019169
MRPL16	-0.0590415864549077	0.469642428383667	1.3032061594461e-15	3.93385451212185e-15	nonsig	ENSG00000166902
AC046185.3	-0.053239276914941	0.471426986368905	1.33160303634825e-15	4.01743858178141e-15	nonsig	ENSG00000279369
GXYLT1	-0.0710938594478975	0.469924247365976	1.35660602510298e-15	4.09070001518577e-15	nonsig	ENSG00000151233
CHD1	0.0956397411922375	0.532017797697612	1.38650824313977e-15	4.17864898104883e-15	nonsig	ENSG00000153922
PSMD10	-0.055753702794379	0.469583250252635	1.4468386811579e-15	4.35816041763415e-15	nonsig	ENSG00000101843
SNX24	-0.0484277057239807	0.471610033773557	1.4790182142798e-15	4.45273051156519e-15	nonsig	ENSG00000064652
AC005632.2	0.0714434605244175	0.530913267760109	1.50659756174283e-15	4.53335844717214e-15	nonsig	ENSG00000261596
CCNH	-0.0554733358950453	0.469338210382381	1.52265869318534e-15	4.57926100369822e-15	nonsig	ENSG00000134480
UNC93B1	-0.0678609860203064	0.46733020194277	1.75049566820443e-15	5.26167507463989e-15	nonsig	ENSG00000110057
ERCC6	-0.0583800244065143	0.469243641030315	1.86680193705399e-15	5.60830343966352e-15	nonsig	ENSG00000225830
CARD8-AS1	-0.0566620684171276	0.469477346457231	2.13290648159281e-15	6.40435608981437e-15	nonsig	ENSG00000268001
ZFP36	-0.0683610022654266	0.468041727406175	2.14652988051024e-15	6.44185750194333e-15	nonsig	ENSG00000128016
CCDC88C	-0.0673689268910776	0.468906075091998	2.22578735521609e-15	6.6761868875304e-15	nonsig	ENSG00000015133
BCL3	0.0801887625033752	0.528389927673915	2.25624834611058e-15	6.76398250884128e-15	nonsig	ENSG00000069399
NR4A1	-0.0865906890871355	0.468414183382657	2.28695795464162e-15	6.85243045375477e-15	nonsig	ENSG00000123358
SPTLC2	-0.0889451548189095	0.46622089149175	2.32855393685248e-15	6.97338688205529e-15	nonsig	ENSG00000100596
ANKFY1	-0.0460685738816812	0.470004128204737	2.69897156266367e-15	8.07842858139741e-15	nonsig	ENSG00000185722
GALC	-0.052968622146047	0.470431868506887	2.77027557938048e-15	8.28748581698816e-15	nonsig	ENSG00000054983
EDEM2	-0.056190820676782	0.469715331214795	2.84283999993309e-15	8.50009159979993e-15	nonsig	ENSG00000088298
MFAP1	-0.0580930950810053	0.469353901261423	2.90786690981577e-15	8.68994840329478e-15	nonsig	ENSG00000140259
WDFY2	-0.0380707856512152	0.471194129097613	2.95434218135966e-15	8.82419449647961e-15	nonsig	ENSG00000139668
ETNK1	-0.0823089780033559	0.468421662573159	2.9757919712604e-15	8.88359127100908e-15	nonsig	ENSG00000139163
MFSD10	-0.0700821878509271	0.467772669310753	2.98134633221097e-15	8.89549816874506e-15	nonsig	ENSG00000109736
PFDN4	-0.0566716825978213	0.469042705252504	3.07043651535759e-15	9.15650910432888e-15	nonsig	ENSG00000101132
TTC7A	0.0829145290452802	0.531321770350607	3.12843605026001e-15	9.32457775526079e-15	nonsig	ENSG00000068724
FRYL	-0.0619277909535095	0.47011145844369	3.33121502925665e-15	9.92377167341742e-15	nonsig	ENSG00000075539
SRGAP2	-0.065893528026974	0.468804759047469	3.40274835631661e-15	1.01315583921565e-14	nonsig	ENSG00000266028
VOPP1	0.0727215077743114	0.528893809219575	3.41743758019467e-15	1.01699648470854e-14	nonsig	ENSG00000154978
ING4	-0.0531382815193468	0.471205810513706	3.52481140828874e-15	1.04840071259101e-14	nonsig	ENSG00000111653
LPP	-0.0667165193398666	0.468537551473408	3.67478262902032e-15	1.09243538019176e-14	nonsig	ENSG00000145012
C11orf21	-0.0481073607507734	0.474530040824043	3.68582399277982e-15	1.09514467065806e-14	nonsig	ENSG00000110665
RFX2	0.0751019341770416	0.531168639707963	3.75189995957211e-15	1.11382772925643e-14	nonsig	ENSG00000087903
UBE2Q2	-0.0526990469090972	0.470386954811348	3.75262501988524e-15	1.11382772925643e-14	nonsig	ENSG00000140367
SQOR	0.0437987160487841	0.527097261398016	4.02781623754984e-15	1.19488376216818e-14	nonsig	ENSG00000137767
ELF2	-0.0547104719335624	0.469440066162307	4.25091448412424e-15	1.2604094563836e-14	nonsig	ENSG00000109381
CSRNP1	0.0981373425283208	0.531918563489615	4.47403788041417e-15	1.32587424093025e-14	nonsig	ENSG00000144655
FRAT2	-0.05696812726532	0.471159701689788	4.89912732797697e-15	1.45109188478818e-14	nonsig	ENSG00000181274
POLR3GL	-0.0541863309891916	0.470738129792176	4.91606381136479e-15	1.45534958376047e-14	nonsig	ENSG00000121851
SLC7A1	0.0589460353137111	0.529785683410647	5.20483054533902e-15	1.54003345458703e-14	nonsig	ENSG00000139514
ZC3H13	-0.085136664592736	0.468916407169598	5.45333746456747e-15	1.61272306799625e-14	nonsig	ENSG00000123200
TBC1D15	0.0897019682226991	0.531453273024842	5.50457037298953e-15	1.62702727830143e-14	nonsig	ENSG00000121749
FLVCR2	0.0637488481619416	0.531232598352512	5.68811079841924e-15	1.68040340331876e-14	nonsig	ENSG00000119686
POLK	-0.0550226402972483	0.470736510585985	5.71969767499061e-15	1.68885667835871e-14	nonsig	ENSG00000122008
SNHG16	0.0634130709124272	0.530226068942099	5.76372687257201e-15	1.70097310977047e-14	nonsig	ENSG00000163597
RPS6KA5	-0.0473043260849736	0.469936584175051	5.8258812039282e-15	1.71842321492815e-14	nonsig	ENSG00000100784
SCPEP1	0.0968301877833009	0.531819676254372	6.13249396512084e-15	1.80792414197465e-14	nonsig	ENSG00000121064
NLRP12	0.0808418911397528	0.531340969509731	6.47940955448763e-15	1.90920776343591e-14	nonsig	ENSG00000142405
KCNK6	-0.0527621733076396	0.469496815484052	6.74762589999629e-15	1.98720905846962e-14	nonsig	ENSG00000099337
E2F6	0.0638029708885697	0.531045387274797	6.76706948562818e-15	1.99190268123594e-14	nonsig	ENSG00000169016
WDR70	-0.0685779517906413	0.468253457891926	6.8202259981265e-15	2.00650978225565e-14	nonsig	ENSG00000082068
PRDX4	-0.0628292679426431	0.47241797911039	7.50539092671576e-15	2.20694233202237e-14	nonsig	ENSG00000123131
SSBP2	-0.0530374574567843	0.472205439021543	7.77139468931012e-15	2.28397792188157e-14	nonsig	ENSG00000145687
RAB3GAP2	-0.0538521415126364	0.470062766600372	7.95505272989594e-15	2.33674532360594e-14	nonsig	ENSG00000118873
MELTF	0.0541550226075534	0.528249673575742	8.13706650459454e-15	2.38897544251171e-14	nonsig	ENSG00000163975
DMXL1	0.0989306256766689	0.531652512491405	8.37137617261835e-15	2.4564973159424e-14	nonsig	ENSG00000172869
PHLDB1	0.0564288062968689	0.529070071379235	8.57465071084372e-15	2.51461317262333e-14	nonsig	ENSG00000019144
C8orf33	-0.0631489284536764	0.46808556163092	8.57827905042073e-15	2.51461317262333e-14	nonsig	ENSG00000182307
GTF2I	-0.0560006609460948	0.470310312384969	8.60190278773323e-15	2.52023773786037e-14	nonsig	ENSG00000263001
RNASEL	-0.0559993725120864	0.471741652105377	8.64181381104684e-15	2.53062599281222e-14	nonsig	ENSG00000135828
IQCB1	-0.0521700450028655	0.471449963675808	8.73364928581005e-15	2.55620100941199e-14	nonsig	ENSG00000173226
SMAD3	-0.0653444272642408	0.468401538153356	8.96372522037138e-15	2.62218964865756e-14	nonsig	ENSG00000166949
TLNRD1	0.0826386546027881	0.530869472087892	9.54730233851313e-15	2.79146806922764e-14	nonsig	ENSG00000140406
RMDN1	-0.0533436346978089	0.47108163281986	9.78911448113511e-15	2.86069749831937e-14	nonsig	ENSG00000176623
TP53INP2	0.0753129107280069	0.530754161475569	9.82545774116568e-15	2.86984192429626e-14	nonsig	ENSG00000078804
LDB1	-0.0515517927315793	0.470219482628154	9.89661106011025e-15	2.88913912808254e-14	nonsig	ENSG00000198728
TSPAN3	0.0832418540047094	0.53080185095315	1.0166100920917e-14	2.96628758765943e-14	nonsig	ENSG00000140391
BTAF1	0.0867191055795846	0.531435153336513	1.02252917230858e-14	2.98202681102928e-14	nonsig	ENSG00000095564
LY96	-0.0628552001589242	0.470350291356878	1.02531078855782e-14	2.98860471513443e-14	nonsig	ENSG00000154589
GLIS3	-0.0528484375050592	0.471429106757965	1.04141363893609e-14	3.03398506810047e-14	nonsig	ENSG00000107249
UBXN2B	-0.0486617902915312	0.470915664185272	1.07472847833223e-14	3.12943746048459e-14	nonsig	ENSG00000215114
GOPC	-0.0520786390628957	0.470337337707349	1.10336335048303e-14	3.21117171828591e-14	nonsig	ENSG00000047932
SIGLEC9	0.0561492538488257	0.530040901148387	1.18618206475884e-14	3.45043538653095e-14	nonsig	ENSG00000129450
GPBP1	0.0776180192897277	0.529721069373116	1.19422563249434e-14	3.47205517819874e-14	nonsig	ENSG00000062194
SIAH1	0.0664411670068077	0.530359730557921	1.2263529908986e-14	3.56363751472887e-14	nonsig	ENSG00000196470
GLS	0.100243972334735	0.531948827224377	1.22789733667555e-14	3.56630100698047e-14	nonsig	ENSG00000115419
TPCN2	0.0622560069370781	0.529527689890864	1.25064664674017e-14	3.63051793568263e-14	nonsig	ENSG00000162341
AHSA2	-0.0516178425853833	0.471529458989285	1.27286818155096e-14	3.69313796700255e-14	nonsig	ENSG00000173209
NFATC2IP	0.0718675448226556	0.53026974895673	1.32490240123646e-14	3.84214933201853e-14	nonsig	ENSG00000176953
SCFD1	-0.0711935032144059	0.470427126545899	1.4326755382357e-14	4.15256619016174e-14	nonsig	ENSG00000092108
SMIM4	0.0661216852824921	0.530262423976342	1.43812748199213e-14	4.16475454722261e-14	nonsig	ENSG00000168273
HSPA1A	0.206138110716102	0.527324567105225	1.4383468441561e-14	4.16475454722261e-14	CD16-	ENSG00000204389
ICAM3	-0.0520769839063073	0.471417965077269	1.44379651280691e-14	4.17840447746106e-14	nonsig	ENSG00000076662
